monitor,native_id,period_start,period_midpoint,period_end,concentration,count
,410510244,1999-01-10,1999-01-17,1999-01-24,10.457142857142856,14
,410510244,1999-01-24,1999-01-31,1999-02-07,7.869230769230769,13
,410510244,1999-02-21,1999-02-28,1999-03-07,5.335714285714286,14
,410510244,1999-03-07,1999-03-14,1999-03-21,9.661538461538461,13
,410510244,1999-03-21,1999-03-28,1999-04-04,5.36923076923077,13
,410510244,1999-04-04,1999-04-11,1999-04-18,7.433333333333333,12
,410510244,1999-04-18,1999-04-25,1999-05-02,7.269230769230769,13
,410510244,1999-05-02,1999-05-09,1999-05-16,4.446153846153846,13
,410510244,1999-05-16,1999-05-23,1999-05-30,6.925,12
,410510244,1999-06-13,1999-06-20,1999-06-27,5.964285714285714,14
,410510244,1999-06-27,1999-07-04,1999-07-11,7.138461538461538,13
,410510244,1999-07-11,1999-07-18,1999-07-25,7.85,14
,410510244,1999-07-25,1999-08-01,1999-08-08,10.678571428571429,14
,410510244,1999-08-08,1999-08-15,1999-08-22,6.941666666666667,12
,410510244,1999-08-22,1999-08-29,1999-09-05,8.833333333333334,12
,410510244,1999-09-05,1999-09-12,1999-09-19,9.849999999999998,14
,410510244,1999-09-19,1999-09-26,1999-10-03,10.485714285714286,14
,410510244,1999-10-03,1999-10-10,1999-10-17,9.592857142857143,14
,410510244,1999-10-17,1999-10-24,1999-10-31,14.742857142857147,14
,410510244,1999-10-31,1999-11-07,1999-11-14,12.499999999999998,14
,410510244,1999-11-14,1999-11-21,1999-11-28,8.021428571428572,14
,410510244,1999-12-12,1999-12-19,1999-12-26,6.450000000000001,14
,410510244,1999-12-26,2000-01-02,2000-01-09,11.807692307692308,13
,410510244,2000-01-09,2000-01-16,2000-01-23,8.22857142857143,14
,410510244,2000-01-23,2000-01-30,2000-02-06,8.035714285714286,14
,410510244,2000-02-06,2000-02-13,2000-02-20,12.614285714285714,14
,410510244,2000-02-20,2000-02-27,2000-03-05,8.884615384615383,13
,410510244,2000-04-02,2000-04-09,2000-04-16,8.758333333333333,12
,410510244,2000-04-16,2000-04-23,2000-04-30,6.257142857142857,14
,410510244,2000-04-30,2000-05-07,2000-05-14,4.985714285714286,14
,410510244,2000-05-14,2000-05-21,2000-05-28,6.530769230769232,13
,410510244,2000-06-11,2000-06-18,2000-06-25,5.592307692307693,13
,410510244,2000-06-25,2000-07-02,2000-07-09,7.261538461538461,13
,410510244,2000-07-09,2000-07-16,2000-07-23,6.753846153846154,13
,410510244,2000-07-23,2000-07-30,2000-08-06,7.871428571428572,14
,410510244,2000-08-06,2000-08-13,2000-08-20,7.1000000000000005,14
,410510244,2000-09-03,2000-09-10,2000-09-17,7.107692307692309,13
,410510244,2000-09-17,2000-09-24,2000-10-01,7.535714285714285,14
,410510244,2000-10-01,2000-10-08,2000-10-15,10.578571428571431,14
,410510244,2000-10-15,2000-10-22,2000-10-29,12.62142857142857,14
,410510244,2000-10-29,2000-11-05,2000-11-12,14.542857142857144,14
,410510244,2000-11-12,2000-11-19,2000-11-26,22.349999999999998,14
,410510244,2000-11-26,2000-12-03,2000-12-10,12.23846153846154,13
,410510244,2000-12-10,2000-12-17,2000-12-24,11.4,14
,410510244,2000-12-24,2000-12-31,2001-01-07,11.661538461538461,13
,410510244,2001-01-07,2001-01-14,2001-01-21,14.192307692307692,13
,410510244,2001-01-21,2001-01-28,2001-02-04,10.321428571428571,14
,410510244,2001-02-04,2001-02-11,2001-02-18,11.164285714285715,14
,410510244,2001-02-18,2001-02-25,2001-03-04,11.421428571428574,14
,410510244,2001-03-04,2001-03-11,2001-03-18,7.828571428571428,14
,410510244,2001-03-18,2001-03-25,2001-04-01,7.592307692307693,13
,410510244,2001-04-01,2001-04-08,2001-04-15,6.085714285714286,14
,410510244,2001-04-15,2001-04-22,2001-04-29,8.128571428571428,14
,410510244,2001-04-29,2001-05-06,2001-05-13,7.057142857142857,14
,410510244,2001-05-13,2001-05-20,2001-05-27,6.400000000000001,13
,410510244,2001-05-27,2001-06-03,2001-06-10,4.878571428571429,14
,410510244,2001-06-10,2001-06-17,2001-06-24,4.4714285714285715,14
,410510244,2001-06-24,2001-07-01,2001-07-08,6.049999999999999,14
,410510244,2001-07-08,2001-07-15,2001-07-22,5.728571428571429,14
,410510244,2001-07-22,2001-07-29,2001-08-05,5.299999999999999,14
,410510244,2001-08-05,2001-08-12,2001-08-19,9.592857142857142,14
,410510244,2001-08-19,2001-08-26,2001-09-02,6.414285714285714,14
,410510244,2001-09-02,2001-09-09,2001-09-16,7.614285714285714,14
,410510244,2001-09-16,2001-09-23,2001-09-30,7.792857142857144,14
,410510244,2001-09-30,2001-10-07,2001-10-14,8.692857142857141,14
,410510244,2001-10-14,2001-10-21,2001-10-28,11.671428571428573,14
,410510244,2001-10-28,2001-11-04,2001-11-11,15.8,14
,410510244,2001-11-11,2001-11-18,2001-11-25,8.692857142857141,14
,410510244,2001-11-25,2001-12-02,2001-12-09,8.1,13
,410510244,2001-12-09,2001-12-16,2001-12-23,5.753846153846154,13
,410510244,2001-12-23,2001-12-30,2002-01-06,7.407692307692309,13
,410510244,2002-01-06,2002-01-13,2002-01-20,12.150000000000002,14
,410510244,2002-01-20,2002-01-27,2002-02-03,5.557142857142857,14
,410510244,2002-02-03,2002-02-10,2002-02-17,7.528571428571429,14
,410510244,2002-02-17,2002-02-24,2002-03-03,7.857142857142857,14
,410510244,2002-03-03,2002-03-10,2002-03-17,6.207142857142857,14
,410510244,2002-03-17,2002-03-24,2002-03-31,6.45,14
,410510244,2002-03-31,2002-04-07,2002-04-14,4.85,14
,410510244,2002-04-14,2002-04-21,2002-04-28,6.128571428571428,14
,410510244,2002-04-28,2002-05-05,2002-05-12,6.571428571428571,14
,410510244,2002-05-12,2002-05-19,2002-05-26,5.8500000000000005,12
,410510244,2002-05-26,2002-06-02,2002-06-09,4.107142857142857,14
,410510244,2002-06-09,2002-06-16,2002-06-23,7.242857142857143,14
,410510244,2002-06-23,2002-06-30,2002-07-07,5.05,14
,410510244,2002-07-07,2002-07-14,2002-07-21,6.678571428571429,14
,410510244,2002-07-21,2002-07-28,2002-08-04,6.7857142857142865,14
,410510244,2002-08-04,2002-08-11,2002-08-18,7.664285714285714,14
,410510244,2002-08-18,2002-08-25,2002-09-01,7.2153846153846155,13
,410510244,2002-09-01,2002-09-08,2002-09-15,6.7,14
,410510244,2002-09-15,2002-09-22,2002-09-29,6.9,14
,410510244,2002-09-29,2002-10-06,2002-10-13,7.257142857142858,14
,410510244,2002-10-13,2002-10-20,2002-10-27,13.133333333333335,12
,410510244,2002-11-10,2002-11-17,2002-11-24,15.661538461538463,13
,410510244,2002-11-24,2002-12-01,2002-12-08,13.900000000000002,14
,410510244,2002-12-08,2002-12-15,2002-12-22,6.1000000000000005,13
,530611007,2007-01-14,2007-01-21,2007-01-28,15.546153846153844,13
,530611007,2007-01-28,2007-02-04,2007-02-11,24.628571428571426,14
,530611007,2007-02-11,2007-02-18,2007-02-25,4.371428571428572,14
,530611007,2007-02-25,2007-03-04,2007-03-11,7.078571428571428,14
,530611007,2007-03-11,2007-03-18,2007-03-25,4.414285714285715,14
,530611007,2007-03-25,2007-04-01,2007-04-08,7.835714285714287,14
,530611007,2007-04-08,2007-04-15,2007-04-22,4.735714285714286,14
,530611007,2007-04-22,2007-04-29,2007-05-06,5.864285714285715,14
,530611007,2007-05-06,2007-05-13,2007-05-20,7.407142857142858,14
,530611007,2007-05-20,2007-05-27,2007-06-03,7.542857142857144,14
,530611007,2007-06-03,2007-06-10,2007-06-17,4.842857142857143,14
,530611007,2007-06-17,2007-06-24,2007-07-01,5.135714285714285,14
,530611007,2007-07-01,2007-07-08,2007-07-15,6.985714285714286,14
,530611007,2007-07-15,2007-07-22,2007-07-29,4.392857142857142,14
,530611007,2007-07-29,2007-08-05,2007-08-12,5.314285714285715,14
,530611007,2007-08-12,2007-08-19,2007-08-26,5.7285714285714295,14
,530611007,2007-08-26,2007-09-02,2007-09-09,7.1642857142857155,14
,530611007,2007-09-09,2007-09-16,2007-09-23,8.2,14
,530611007,2007-09-23,2007-09-30,2007-10-07,7.385714285714285,14
,530611007,2007-10-07,2007-10-14,2007-10-21,9.521428571428572,14
,530611007,2007-10-21,2007-10-28,2007-11-04,15.36923076923077,13
,530611007,2007-11-04,2007-11-11,2007-11-18,10.62142857142857,14
,530611007,2007-11-18,2007-11-25,2007-12-02,21.521428571428576,14
,530611007,2007-12-02,2007-12-09,2007-12-16,13.414285714285715,14
,530611007,2007-12-16,2007-12-23,2007-12-30,5.142857142857143,14
,530611007,2007-12-30,2008-01-06,2008-01-13,3.9214285714285713,14
,530611007,2008-01-13,2008-01-20,2008-01-27,17.17857142857143,14
,530611007,2008-01-27,2008-02-03,2008-02-10,6.385714285714285,14
,530611007,2008-02-10,2008-02-17,2008-02-24,13.45,14
,530611007,2008-02-24,2008-03-02,2008-03-09,9.792857142857143,14
,530611007,2008-03-09,2008-03-16,2008-03-23,4.950000000000001,14
,530611007,2008-04-06,2008-04-13,2008-04-20,5.2142857142857135,14
,530611007,2008-04-20,2008-04-27,2008-05-04,6.014285714285714,14
,530611007,2008-05-04,2008-05-11,2008-05-18,7.199999999999998,14
,530611007,2008-05-18,2008-05-25,2008-06-01,6.914285714285714,14
,530611007,2008-06-15,2008-06-22,2008-06-29,6.6428571428571415,14
,530611007,2008-06-29,2008-07-06,2008-07-13,9.89285714285714,14
,530611007,2008-07-13,2008-07-20,2008-07-27,6.271428571428571,14
,530611007,2008-07-27,2008-08-03,2008-08-10,6.185714285714286,14
,530611007,2008-09-21,2008-09-28,2008-10-05,7.500000000000001,14
,530611007,2008-10-05,2008-10-12,2008-10-19,7.433333333333334,12
,530611007,2008-10-19,2008-10-26,2008-11-02,14.299999999999999,14
,530611007,2008-11-02,2008-11-09,2008-11-16,5.45,14
,530611007,2008-11-16,2008-11-23,2008-11-30,14.275000000000004,12
,530611007,2008-11-30,2008-12-07,2008-12-14,8.42142857142857,14
,530611007,2008-12-14,2008-12-21,2008-12-28,15.157142857142858,14
,530611007,2008-12-28,2009-01-04,2009-01-11,3.9428571428571426,14
,530611007,2009-01-11,2009-01-18,2009-01-25,15.049999999999999,14
,530611007,2009-01-25,2009-02-01,2009-02-08,16.77142857142857,14
,530611007,2009-02-08,2009-02-15,2009-02-22,17.364285714285717,14
,530611007,2009-02-22,2009-03-01,2009-03-08,6.05,14
,530611007,2009-03-08,2009-03-15,2009-03-22,7.364285714285715,14
,530611007,2009-03-22,2009-03-29,2009-04-05,6.078571428571429,14
,530611007,2009-04-05,2009-04-12,2009-04-19,6.128571428571427,14
,530611007,2009-04-19,2009-04-26,2009-05-03,7.8357142857142845,14
,530611007,2009-05-03,2009-05-10,2009-05-17,4.728571428571428,14
,530611007,2009-05-17,2009-05-24,2009-05-31,6.535714285714286,14
,530611007,2009-05-31,2009-06-07,2009-06-14,9.414285714285715,14
,530611007,2009-06-14,2009-06-21,2009-06-28,5.121428571428572,14
,530611007,2009-06-28,2009-07-05,2009-07-12,10.96923076923077,13
,530611007,2009-07-12,2009-07-19,2009-07-26,5.635714285714286,14
,530611007,2009-07-26,2009-08-02,2009-08-09,12.014285714285714,14
,530611007,2009-08-09,2009-08-16,2009-08-23,6.95,14
,530611007,2009-08-23,2009-08-30,2009-09-06,6.7928571428571445,14
,530611007,2009-09-06,2009-09-13,2009-09-20,6.478571428571428,14
,530611007,2009-09-20,2009-09-27,2009-10-04,6.478571428571427,14
,530611007,2009-10-04,2009-10-11,2009-10-18,9.164285714285715,14
,530611007,2009-10-18,2009-10-25,2009-11-01,7.638461538461538,13
,530611007,2009-11-01,2009-11-08,2009-11-15,6.128571428571427,14
,530611007,2009-11-15,2009-11-22,2009-11-29,2.7461538461538457,13
,530611007,2009-11-29,2009-12-06,2009-12-13,29.87857142857143,14
,530611007,2009-12-13,2009-12-20,2009-12-27,12.828571428571427,14
,530611007,2009-12-27,2010-01-03,2010-01-10,10.457142857142857,14
,530611007,2010-01-10,2010-01-17,2010-01-24,6.914285714285713,14
,530611007,2010-01-24,2010-01-31,2010-02-07,11.52142857142857,14
,530611007,2010-02-07,2010-02-14,2010-02-21,10.564285714285715,14
,530611007,2010-02-21,2010-02-28,2010-03-07,11.192857142857145,14
,530611007,2010-03-07,2010-03-14,2010-03-21,7.2285714285714295,14
,530611007,2010-03-21,2010-03-28,2010-04-04,3.750000000000001,14
,530611007,2010-04-04,2010-04-11,2010-04-18,6.535714285714285,14
,530611007,2010-04-18,2010-04-25,2010-05-02,4.1499999999999995,14
,530611007,2010-05-02,2010-05-09,2010-05-16,6.153846153846152,13
,530611007,2010-05-16,2010-05-23,2010-05-30,3.900000000000001,14
,530611007,2010-05-30,2010-06-06,2010-06-13,3.9857142857142853,14
,530611007,2010-06-13,2010-06-20,2010-06-27,4.778571428571429,14
,530611007,2010-06-27,2010-07-04,2010-07-11,6.976923076923077,13
,530611007,2010-07-11,2010-07-18,2010-07-25,7.157142857142857,14
,530611007,2010-07-25,2010-08-01,2010-08-08,8.176923076923076,13
,530611007,2010-08-08,2010-08-15,2010-08-22,8.635714285714286,14
,530611007,2010-08-22,2010-08-29,2010-09-05,5.207142857142857,14
,530611007,2010-09-05,2010-09-12,2010-09-19,5.135714285714287,14
,530611007,2010-09-19,2010-09-26,2010-10-03,4.930769230769231,13
,530611007,2010-10-03,2010-10-10,2010-10-17,7.728571428571428,14
,530611007,2010-10-17,2010-10-24,2010-10-31,9.871428571428572,14
,530611007,2010-10-31,2010-11-07,2010-11-14,7.578571428571428,14
,530611007,2010-11-14,2010-11-21,2010-11-28,8.8,14
,530611007,2010-11-28,2010-12-05,2010-12-12,10.349999999999996,14
,530611007,2010-12-12,2010-12-19,2010-12-26,4.607142857142857,14
,530611007,2010-12-26,2011-01-02,2011-01-09,14.157142857142857,14
,530611007,2011-01-09,2011-01-16,2011-01-23,5.678571428571429,14
,530611007,2011-01-23,2011-01-30,2011-02-06,9.37857142857143,14
,530611007,2011-02-06,2011-02-13,2011-02-20,8.814285714285713,14
,530611007,2011-02-20,2011-02-27,2011-03-06,6.964285714285715,14
,530611007,2011-03-06,2011-03-13,2011-03-20,4.714285714285715,14
,530611007,2011-03-20,2011-03-27,2011-04-03,3.3666666666666667,12
,530330021,1999-01-10,1999-01-17,1999-01-24,8.464285714285715,14
,530330021,1999-01-24,1999-01-31,1999-02-07,8.27142857142857,14
,530330021,1999-02-07,1999-02-14,1999-02-21,9.992857142857142,14
,530330021,1999-02-21,1999-02-28,1999-03-07,7.164285714285714,14
,530330021,1999-03-07,1999-03-14,1999-03-21,10.057142857142859,14
,530330021,1999-03-21,1999-03-28,1999-04-04,7.314285714285714,14
,530330021,1999-04-04,1999-04-11,1999-04-18,9.492857142857144,14
,530330021,1999-04-18,1999-04-25,1999-05-02,9.2,13
,530330021,1999-05-02,1999-05-09,1999-05-16,6.471428571428572,14
,530330021,1999-05-16,1999-05-23,1999-05-30,7.457142857142856,14
,530330021,1999-05-30,1999-06-06,1999-06-13,6.178571428571429,14
,530330021,1999-06-13,1999-06-20,1999-06-27,5.8500000000000005,14
,530330021,1999-06-27,1999-07-04,1999-07-11,8.357142857142858,14
,530330021,1999-07-11,1999-07-18,1999-07-25,9.200000000000001,14
,530330021,1999-07-25,1999-08-01,1999-08-08,10.792857142857143,14
,530330021,1999-08-08,1999-08-15,1999-08-22,7.257142857142857,14
,530330021,1999-08-22,1999-08-29,1999-09-05,9.114285714285714,14
,530330021,1999-09-05,1999-09-12,1999-09-19,11.564285714285715,14
,530330021,1999-09-19,1999-09-26,1999-10-03,12.735714285714286,14
,530330021,1999-10-17,1999-10-24,1999-10-31,16.192307692307693,13
,530330021,1999-10-31,1999-11-07,1999-11-14,13.221428571428572,14
,530330021,1999-11-14,1999-11-21,1999-11-28,12.014285714285714,14
,530330021,1999-11-28,1999-12-05,1999-12-12,11.035714285714288,14
,530330021,1999-12-12,1999-12-19,1999-12-26,10.87142857142857,14
,530330021,1999-12-26,2000-01-02,2000-01-09,18.02857142857143,14
,530330021,2000-01-09,2000-01-16,2000-01-23,10.457142857142857,14
,530330021,2000-01-23,2000-01-30,2000-02-06,14.73571428571429,14
,530330021,2000-02-06,2000-02-13,2000-02-20,15.578571428571426,14
,530330021,2000-02-20,2000-02-27,2000-03-05,9.992857142857142,14
,530330021,2000-03-05,2000-03-12,2000-03-19,13.549999999999999,12
,530330021,2000-04-02,2000-04-09,2000-04-16,11.35,14
,530330021,2000-04-16,2000-04-23,2000-04-30,7.9642857142857135,14
,530330021,2000-04-30,2000-05-07,2000-05-14,5.971428571428571,14
,530330021,2000-05-14,2000-05-21,2000-05-28,6.635714285714286,14
,530330021,2000-05-28,2000-06-04,2000-06-11,7.4785714285714295,14
,530330021,2000-06-11,2000-06-18,2000-06-25,6.0928571428571425,14
,530330021,2000-06-25,2000-07-02,2000-07-09,11.092857142857143,14
,530330021,2000-07-09,2000-07-16,2000-07-23,7.878571428571428,14
,530330021,2000-07-23,2000-07-30,2000-08-06,8.171428571428573,14
,530330021,2000-08-20,2000-08-27,2000-09-03,7.378571428571427,14
,530330021,2000-09-03,2000-09-10,2000-09-17,8.6,14
,530330021,2000-09-17,2000-09-24,2000-10-01,11.72142857142857,14
,530330021,2000-10-01,2000-10-08,2000-10-15,13.623076923076923,13
,530330021,2000-10-15,2000-10-22,2000-10-29,16.7,14
,530330021,2000-10-29,2000-11-05,2000-11-12,17.946153846153848,13
,530330021,2000-11-12,2000-11-19,2000-11-26,31.02142857142857,14
,530330021,2000-11-26,2000-12-03,2000-12-10,17.771428571428572,14
,530330021,2000-12-10,2000-12-17,2000-12-24,14.957142857142859,14
,530330021,2000-12-24,2000-12-31,2001-01-07,17.87142857142857,14
,530330021,2001-01-07,2001-01-14,2001-01-21,18.821428571428573,14
,530330021,2001-01-21,2001-01-28,2001-02-04,15.364285714285712,14
,530330021,2001-02-18,2001-02-25,2001-03-04,17.064285714285713,14
,530330021,2001-03-04,2001-03-11,2001-03-18,11.914285714285713,14
,530330021,2001-03-18,2001-03-25,2001-04-01,8.114285714285716,14
,530330021,2001-04-01,2001-04-08,2001-04-15,7.2,14
,530330021,2001-04-15,2001-04-22,2001-04-29,7.9,14
,530330021,2001-04-29,2001-05-06,2001-05-13,8.371428571428572,14
,530330021,2001-05-13,2001-05-20,2001-05-27,8.092857142857143,14
,530330021,2001-05-27,2001-06-03,2001-06-10,6.1692307692307695,13
,530330021,2001-06-10,2001-06-17,2001-06-24,6.292857142857144,14
,530330021,2001-06-24,2001-07-01,2001-07-08,7.728571428571428,14
,530330021,2001-07-08,2001-07-15,2001-07-22,6.771428571428573,14
,530330021,2001-07-22,2001-07-29,2001-08-05,6.569230769230769,13
,530330021,2001-08-05,2001-08-12,2001-08-19,11.515384615384615,13
,530330021,2001-08-19,2001-08-26,2001-09-02,7.885714285714286,14
,530330021,2001-09-02,2001-09-09,2001-09-16,10.714285714285714,14
,530330021,2001-09-16,2001-09-23,2001-09-30,10.22857142857143,14
,530330021,2001-09-30,2001-10-07,2001-10-14,9.664285714285713,14
,530330021,2001-10-14,2001-10-21,2001-10-28,10.807142857142855,14
,530330021,2001-11-11,2001-11-18,2001-11-25,12.891666666666667,12
,530330021,2001-11-25,2001-12-02,2001-12-09,7.257142857142857,14
,530330021,2001-12-09,2001-12-16,2001-12-23,7.292307692307693,13
,530330021,2001-12-23,2001-12-30,2002-01-06,20.9,12
,530330021,2002-01-06,2002-01-13,2002-01-20,13.164285714285713,14
,530330021,2002-01-20,2002-01-27,2002-02-03,7.378571428571428,14
,530330021,2002-02-03,2002-02-10,2002-02-17,12.869230769230768,13
,530330021,2002-02-17,2002-02-24,2002-03-03,10.457142857142857,14
,530330021,2002-03-03,2002-03-10,2002-03-17,6.750000000000001,12
,530330021,2002-03-17,2002-03-24,2002-03-31,8.378571428571428,14
,530330021,2002-03-31,2002-04-07,2002-04-14,6.807142857142858,14
,530330021,2002-04-14,2002-04-21,2002-04-28,7.578571428571429,14
,530330021,2002-04-28,2002-05-05,2002-05-12,7.178571428571429,14
,530330021,2002-05-26,2002-06-02,2002-06-09,5.085714285714287,14
,530330021,2002-06-09,2002-06-16,2002-06-23,8.178571428571429,14
,530330021,2002-06-23,2002-06-30,2002-07-07,6.664285714285714,14
,530330021,2002-07-07,2002-07-14,2002-07-21,7.253846153846154,13
,530330021,2002-08-04,2002-08-11,2002-08-18,9.266666666666667,12
,530330021,2002-08-18,2002-08-25,2002-09-01,10.684615384615388,13
,530330021,2002-09-01,2002-09-08,2002-09-15,8.36923076923077,13
,530330021,2002-09-15,2002-09-22,2002-09-29,9.021428571428574,14
,530330021,2002-09-29,2002-10-06,2002-10-13,10.121428571428572,14
,530330021,2002-10-13,2002-10-20,2002-10-27,21.428571428571427,14
,530330021,2002-10-27,2002-11-03,2002-11-10,20.507142857142856,14
,530330021,2002-12-08,2002-12-15,2002-12-22,9.507142857142858,14
,530530029,1999-10-17,1999-10-24,1999-10-31,18.349999999999998,14
,530530029,1999-10-31,1999-11-07,1999-11-14,13.078571428571427,14
,530530029,1999-11-14,1999-11-21,1999-11-28,10.123076923076924,13
,530530029,1999-11-28,1999-12-05,1999-12-12,11.22857142857143,14
,530530029,1999-12-12,1999-12-19,1999-12-26,11.978571428571428,14
,530530029,1999-12-26,2000-01-02,2000-01-09,14.649999999999997,14
,530530029,2000-01-23,2000-01-30,2000-02-06,20.27857142857143,14
,530530029,2000-02-06,2000-02-13,2000-02-20,19.257142857142856,14
,530530029,2000-02-20,2000-02-27,2000-03-05,11.142857142857144,14
,530530029,2000-03-05,2000-03-12,2000-03-19,12.657142857142857,14
,530530029,2000-03-19,2000-03-26,2000-04-02,9.821428571428573,14
,530530029,2000-04-02,2000-04-09,2000-04-16,9.071428571428571,14
,530530029,2000-04-16,2000-04-23,2000-04-30,6.764285714285715,14
,530530029,2000-04-30,2000-05-07,2000-05-14,5.164285714285714,14
,530530029,2000-05-14,2000-05-21,2000-05-28,5.6499999999999995,14
,530530029,2000-05-28,2000-06-04,2000-06-11,6.971428571428573,14
,530530029,2000-06-11,2000-06-18,2000-06-25,5.7857142857142865,14
,530530029,2000-06-25,2000-07-02,2000-07-09,10.476923076923075,13
,530530029,2000-07-23,2000-07-30,2000-08-06,6.500000000000001,13
,530530029,2000-08-06,2000-08-13,2000-08-20,7.071428571428572,14
,530530029,2000-08-20,2000-08-27,2000-09-03,6.2285714285714295,14
